         time                     X [m]               Y [m]               Z [m]          Long [deg]      Lat [deg]          h [m]        E(Acc) [m]        N(Acc) [m]       Up(Acc) [m]        E(Pre) [m]        N(Pre) [m]       Up(Pre) [m]           Tot Sat               Gal               GPS              GDOP
2013-Sep-20 09:11:10         4171701.80771        872120.92451       4730022.17428       11.80799       48.17152      543.99467          -1.30735           2.93070          19.40402          -2.49897           1.00762           5.62945                 8                 8                 0              1.77
2013-Sep-20 09:11:10         4171702.10623        872120.94227       4730021.68139       11.80799       48.17152      543.82469          -1.35106           2.38154          19.23404          -2.54268           0.45847           5.45947                 8                 8                 0              1.77
2013-Sep-20 09:11:10         4171701.70547        872121.06963       4730021.31991       11.80799       48.17152      543.31111          -1.14438           2.41336          18.72045          -2.33600           0.49028           4.94589                 8                 8                 0              1.77
2013-Sep-20 09:11:10         4171701.29361        872121.27502       4730020.42354       11.80799       48.17152      542.40235          -0.85906           2.08465          17.81169          -2.05068           0.16157           4.03713                 8                 8                 0              1.77
2013-Sep-20 09:11:10         4171702.15788        872121.29444       4730020.53918       11.80799       48.17151      543.05535          -1.01690           1.52843          18.46470          -2.20852          -0.39465           4.69013                 8                 8                 0              1.77
2013-Sep-20 09:11:10         4171701.31166        872121.48948       4730019.49044       11.80800       48.17151      541.74810          -0.65283           1.41649          17.15744          -1.84445          -0.50658           3.38288                 8                 8                 0              1.77
2013-Sep-20 09:11:10         4171700.67722        872121.69934       4730018.88083       11.80800       48.17151      540.90834          -0.31758           1.44069          16.31769          -1.50920          -0.48239           2.54312                 8                 8                 0              1.77
2013-Sep-20 09:11:10         4171700.47169        872121.57520       4730019.02829       11.80800       48.17151      540.86711          -0.39704           1.70787          16.27645          -1.58866          -0.21521           2.50189                 8                 8                 0              1.77
2013-Sep-20 09:11:10         4171700.26985        872121.78261       4730018.47553       11.80800       48.17151      540.35177          -0.15272           1.45482          15.76112          -1.34433          -0.46826           1.98656                 8                 8                 0              1.77
2013-Sep-20 09:11:10         4171699.73759        872122.01538       4730018.01140       11.80801       48.17151      539.69024           0.18405           1.49802          15.09959          -1.00757          -0.42506           1.32502                 8                 8                 0              1.77
2013-Sep-20 09:11:10         4171700.16240        872121.76984       4730017.92161       11.80800       48.17151      539.86713          -0.14323           1.16572          15.27648          -1.33484          -0.75735           1.50191                 8                 8                 0              1.77
2013-Sep-20 09:11:10         4171699.29143        872121.89182       4730017.54829       11.80801       48.17151      539.03704           0.15440           1.53343          14.44639          -1.03722          -0.38965           0.67183                 8                 8                 0              1.77
2013-Sep-20 09:11:10         4171698.64043        872122.24875       4730016.64809       11.80801       48.17151      537.99001           0.63700           1.35347          13.39936          -0.55462          -0.56960          -0.37521                 8                 8                 0              1.77
2013-Sep-20 09:11:10         4171698.18542        872122.54080       4730015.68603       11.80802       48.17151      537.01597           1.01597           0.99921          12.42531          -0.17564          -0.92386          -1.34925                 8                 8                 0              1.77
2013-Sep-20 09:11:10         4171698.10300        872123.04312       4730016.01069       11.80803       48.17151      537.27263           1.52453           1.19926          12.68198           0.33292          -0.72382          -1.09259                 8                 8                 0              1.77
2013-Sep-20 09:11:10         4171698.38702        872122.90404       4730016.09107       11.80802       48.17151      537.49895           1.33027           1.06691          12.90830           0.13866          -0.85616          -0.86627                 8                 8                 0              1.77
2013-Sep-20 09:11:10         4171698.97352        872122.98792       4730016.08821       11.80802       48.17150      537.89112           1.29236           0.62443          13.30047           0.10075          -1.29864          -0.47409                 8                 8                 0              1.77
2013-Sep-20 09:11:10         4171699.03122        872123.03134       4730016.27658       11.80802       48.17150      538.07508           1.32306           0.70135          13.48443           0.13144          -1.22173          -0.29014                 8                 8                 0              1.77
2013-Sep-20 09:11:10         4171698.24631        872123.17208       4730015.22339       11.80803       48.17150      536.79713           1.62143           0.55001          12.20648           0.42982          -1.37307          -1.56809                 8                 8                 0              1.77
2013-Sep-20 09:11:10         4171698.34021        872123.15179       4730015.39629       11.80803       48.17150      536.98449           1.58236           0.59992          12.39384           0.39074          -1.32315          -1.38073                 8                 8                 0              1.77
2013-Sep-20 09:11:10         4171697.25542        872123.30277       4730015.09553       11.80803       48.17151      536.07285           1.95213           1.16755          11.48219           0.76052          -0.75553          -2.29237                 8                 8                 0              1.77
2013-Sep-20 09:11:10         4171696.98971        872123.22913       4730014.99540       11.80803       48.17151      535.81474           1.93442           1.30580          11.22408           0.74281          -0.61728          -2.55048                 8                 8                 0              1.77
2013-Sep-20 09:11:10         4171697.24527        872123.46579       4730014.80902       11.80803       48.17151      535.87498           2.11377           0.95902          11.28432           0.92216          -0.96406          -2.49024                 8                 8                 0              1.77
2013-Sep-20 09:11:10         4171697.63081        872123.46298       4730014.65850       11.80803       48.17150      536.01411           2.03214           0.57786          11.42346           0.84052          -1.34521          -2.35111                 8                 8                 0              1.77
2013-Sep-20 09:11:11         4171697.58770        872123.52009       4730014.77275       11.80803       48.17150      536.07890           2.09685           0.67678          11.48824           0.90524          -1.24629          -2.28632                 8                 8                 0              1.77
2013-Sep-20 09:11:11         4171697.37301        872123.46831       4730014.35261       11.80803       48.17150      535.61862           2.09010           0.56108          11.02797           0.89849          -1.36199          -2.74660                 8                 8                 0              1.77
2013-Sep-20 09:11:11         4171697.62418        872123.51841       4730014.53636       11.80803       48.17150      535.92634           2.08774           0.49279          11.33569           0.89612          -1.43029          -2.43888                 8                 8                 0              1.77
2013-Sep-20 09:11:11         4171698.05794        872123.35000       4730014.81075       11.80803       48.17150      536.39097           1.83414           0.38508          11.80032           0.64252          -1.53800          -1.97425                 8                 8                 0              1.77
2013-Sep-20 09:11:11         4171697.76922        872123.72142       4730014.69968       11.80804       48.17150      536.17041           2.25678           0.46496          11.57976           1.06516          -1.45812          -2.19480                 8                 8                 0              1.77
2013-Sep-20 09:11:11         4171697.49693        872124.08241       4730014.27280       11.80804       48.17150      535.72385           2.66585           0.32383          11.13320           1.47423          -1.59924          -2.64137                 8                 8                 0              1.77
2013-Sep-20 09:11:11         4171697.43463        872124.09685       4730013.67977       11.80804       48.17150      535.24326           2.69273          -0.02843          10.65260           1.50111          -1.95150          -3.12196                 8                 8                 0              1.77
2013-Sep-20 09:11:11         4171697.89277        872124.38960       4730013.65462       11.80804       48.17149      535.56354           2.88553          -0.42399          10.97289           1.69392          -2.34707          -2.80168                 8                 8                 0              1.77
2013-Sep-20 09:11:11         4171696.87298        872124.47881       4730012.99203       11.80805       48.17150      534.41628           3.18155          -0.13567           9.82563           1.98993          -2.05874          -3.94894                 8                 8                 0              1.77
2013-Sep-20 09:11:11         4171697.14707        872124.58215       4730013.49125       11.80805       48.17150      534.98130           3.22661          -0.01841          10.39064           2.03499          -1.94149          -3.38392                 8                 8                 0              1.77
2013-Sep-20 09:11:11         4171697.36153        872124.61276       4730012.93030       11.80805       48.17149      534.70748           3.21268          -0.55359          10.11682           2.02107          -2.47667          -3.65774                 8                 8                 0              1.77
2013-Sep-20 09:11:11         4171697.74458        872124.69070       4730013.17259       11.80805       48.17149      535.14871           3.21059          -0.68328          10.55805           2.01897          -2.60636          -3.21651                 8                 8                 0              1.77
2013-Sep-20 09:11:11         4171697.43006        872124.96244       4730013.10714       11.80805       48.17149      534.93171           3.54094          -0.53897          10.34105           2.34933          -2.46204          -3.43351                 8                 8                 0              1.77
2013-Sep-20 09:11:11         4171697.89405        872125.08445       4730013.57194       11.80805       48.17149      535.59759           3.56543          -0.58602          11.00694           2.37381          -2.50910          -2.76763                 8                 8                 0              1.77
2013-Sep-20 09:11:11         4171697.76316        872125.18967       4730013.17045       11.80806       48.17149      535.22734           3.69520          -0.77434          10.63668           2.50358          -2.69742          -3.13788                 8                 8                 0              1.77
2013-Sep-20 09:11:11         4171698.11365        872125.17006       4730013.59261       11.80805       48.17149      535.76803           3.60429          -0.74546          11.17738           2.41267          -2.66853          -2.59719                 8                 8                 0              1.77
2013-Sep-20 09:11:11         4171697.03236        872125.23536       4730013.06559       11.80806       48.17149      534.67837           3.88947          -0.31822          10.08772           2.69785          -2.24129          -3.68685                 8                 8                 0              1.77
